"id","x","y"
"depot",2.39676633920396,1.86253618826143
"dump",4.60633770374915,1.20195062199723
"C_1",3.11289173254304,0.742161207312618
"C_2",3.25385503299735,0.579803834629027
"C_3",3.28409566458541,0.540178868245062
"C_4",3.28409566458541,0.540178868245062
"C_5",3.28409566458541,0.540178868245062
"C_6",3.28064384242526,0.540092175821523
"C_7",3.28064384242526,0.540092175821523
"C_8",3.22030136885233,0.549742065172486
"C_9",3.18267006810399,0.570543293826228
"C_10",3.18267006810399,0.570543293826228
"C_11",3.18267006810399,0.570543293826228
"C_12",3.02846454601436,0.56393038069591
"C_13",3.02846454601436,0.56393038069591
"C_14",3.02846454601436,0.56393038069591
"C_15",3.02846454601436,0.56393038069591
"C_16",2.99991101816164,0.563026840909613
"C_17",2.99413817557976,0.563666103092079
"C_18",3.02385918631141,0.563929945708509
"C_19",3.03536036784938,0.565328476459499
"C_20",3.03881970454324,0.56603108575019
"C_21",3.05447769508608,0.564672329177032
"C_22",3.04756982814015,0.564664778398507
"C_23",3.05791994340726,0.564682914831842
"C_24",3.06253071203146,0.56538216137057
"C_25",3.06253071203146,0.56538216137057
"C_26",3.06253071203146,0.56538216137057
"C_27",3.06004214107153,0.606089348994699
"C_28",3.06004214107153,0.606089348994699
"C_29",2.97361246853431,0.586822441593734
"C_30",2.92313860579267,0.547106098346744
"C_31",2.91471718556061,0.577851700455566
"C_32",2.93191355640787,0.580775965109036
"C_33",2.8911885734891,0.597707966174781
"C_34",2.90041493657251,0.597093353269615
"C_35",2.95619108562961,0.576846141929332
"C_36",2.988417695901,0.562230256152692
"C_37",2.94312550440849,0.559430506098596
"C_38",2.93830844972759,0.558694725430058
"C_39",2.92518658846106,0.55719135146808
"C_40",2.91274401803808,0.548395021105127
"C_41",2.89365574047075,0.552005383927329
"C_42",2.88676625202117,0.551271425491352
"C_43",2.87984233581836,0.551900113879964
"C_44",2.8894631011516,0.574860814035853
"C_45",2.87777338348955,0.574089973328664
"C_46",2.87331300494445,0.576097182398149
"C_47",2.86008397344044,0.572454887125254
"C_48",2.86583937535732,0.572507411027599
"C_49",2.73663243984016,0.617654411421141
"C_50",2.65254956366414,0.62897234246088
"C_51",2.63418456988717,0.626728721193011
"C_52",2.61693791177243,0.625789079254361
"C_53",2.60553214844229,0.621533510857401
"C_54",2.58881392905609,0.628361334991623
"C_55",2.56720803186851,0.62316133287512
"C_56",2.55345354870792,0.620267911256454
"C_57",2.58961850921111,0.599808673776905
"C_58",2.59317700220974,0.595690087013427
"C_59",2.58046242295301,0.597649254317718
"C_60",2.57473055700795,0.596213044560164
"C_61",2.56565617584862,0.591286913661204
"C_62",2.56921468921592,0.587168336233259
"C_63",2.5716045687923,0.583730916582574
"C_64",2.57518663870318,0.578228830148468
"C_65",2.58708411817918,0.563538861366916
"C_66",2.58830534854865,0.560782598168984
"C_67",2.59074780309582,0.555270071196725
"C_68",2.41830451378889,0.552375066105141
"C_69",2.4032733340313,0.542198240508244
"C_70",2.39487350918261,0.55604832800981
"C_71",2.39496157970636,0.552582910683429
"C_72",2.39240163832914,0.562252395504784
"C_73",2.39002309991637,0.565689873356129
"C_74",2.36503315798306,0.570898521432097
"C_75",2.31017432072234,0.535940033119771
